site,year,month,day,replicate,species,stage,length,comments,entered,checked
KOE1,2018,7,18,1,enso,3,58,,KB,
KOE1,2018,7,18,1,pasa,3,58,,KB,
KOE1,2018,7,18,1,saso,3,58,,KB,
RIS1,2018,7,19,1,enso,3,58,,TF,
RIS1,2018,7,19,1,sand,3,58,,TF,
ppo,2018,8,23,1,shpe,1,58,,,
ppo,2018,8,23,2,shpe,1,58,,,
ppo,2018,8,23,2,shpe,1,58,,,
ppo,2018,8,23,2,shpe,1,58,,,
ppo,2018,8,23,2,shpe,1,58,,,
ppo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,1,shpe,1,58,,,
hdo,2018,8,23,1,shpe,1,58,,,
hdo,2018,8,23,1,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,shpe,1,58,,,
hdo,2018,8,23,2,thst,3,58,,,
ssp,2018,8,24,1,sasc,3,58,,,
wfb,2018,8,24,1,sand,3,58,,,
chp,2018,8,25,1,shpe,1,58,,,
chp,2018,8,25,1,shpe,1,58,,,
chp,2018,8,25,1,shpe,1,58,,,
chp,2018,8,25,1,cqbr,3,58,,,
chp,2018,8,25,1,tisc,3,58,,,
pba,2018,8,25,2,tube,3,58,,,
pba,2018,8,25,2,shpe,1,58,,,
CHP,2019,7,29,1,TISC,3,58,,TF,ZM
CHP,2019,7,29,1,BYRO,1,58,,TF,ZM
CHP,2019,7,29,1,BYRO,1,58,,TF,ZM
CHP,2019,7,29,2,BYRO,1,58,,TF,ZM
CHP,2019,7,29,2,BYRO,1,58,,TF,ZM
WFB,2019,7,30,1,PASA,3,58,,KB,TF
WFB,2019,7,30,1,ENSO,3,58,,KB,TF
WFB,2019,7,30,1,SASO,3,58,,KB,TF
SSP,2019,7,30,1,BYRO,1,58,,KB,TF
SSP,2019,7,30,1,ENSO,3,58,,KB,TF
PPO,2019,7,31,1,SHPE,1,58,,TF,KB
PPO,2019,7,31,1,SHPE,1,58,,TF,KB
PPO,2019,7,31,1,TISC,3,58,,TF,KB
PPO,2019,7,31,1,TISC,3,58,,TF,KB
PPO,2019,7,31,1,TISC,3,58,,TF,KB
PPO,2019,7,31,1,TISC,3,58,,TF,KB
PBA,2019,7,31,1,THST,2,58,,TF,KB
PBA,2019,7,31,2,SHPE,1,58,,TF,KB
PBA,2019,7,31,2,SHPE,1,58,,TF,KB
KIS1,2019,8,1,1,BYRO,1,58,,ZM,KB
KIS1,2019,8,1,1,BYRO,1,58,,ZM,KB
KIS1,2019,8,1,2,BYRO,1,58,,ZM,KB
KIS2,2019,8,1,1,TISC,3,58,,KB,KB
KIS2,2019,8,1,1,TISC,3,58,,KB,KB
KIS2,2019,8,1,2,BYRO,1,58,,KB,KB
KIS2,2019,8,1,2,BYRO,1,58,,KB,KB
KIS2,2019,8,1,2,BYRO,1,58,,KB,KB
KIS2,2019,8,1,2,SHPE,1,58,,KB,KB
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,2,ENSO,3,58,,TF,ZM
GOG4,2019,8,2,2,SHPE,1,58,,TF,ZM
GOG4,2019,8,2,2,SHPE,1,58,,TF,ZM
GOG4,2019,8,2,2,SHPE,1,58,,TF,ZM
GOG4,2019,8,2,2,BYRO,1,58,,TF,ZM
GOG4,2019,8,2,2,BYRO,1,58,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,58,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,58,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,58,,TF,ZM
FAN1,2019,8,3,1,TISC,3,58,,KB,TF
FAN1,2019,8,3,2,BYRO,1,58,,KB,TF
FAN1,2019,8,3,2,BYRO,1,58,,KB,TF
FAN1,2019,8,3,2,SHPE,1,58,,KB,TF
FAN1,2019,8,3,2,TUBE,3,58,,KB,TF
FAN3,2019,8,3,1,TUBE,3,58,,KB,TF
FAN3,2019,8,3,1,TUBE,3,58,,KB,TF
FAN3,2019,8,3,1,BAPI,3,58,,KB,TF
FAN3,2019,8,3,1,BAPI,3,58,,KB,TF
FAN3,2019,8,3,1,BAPI,3,58,,KB,TF
FAN3,2019,8,3,1,BYRO,1,58,,KB,TF
FAN3,2019,8,3,1,BYRO,1,58,,KB,TF
FAN3,2019,8,3,1,BYRO,1,58,,KB,TF
FAN3,2019,8,3,1,BYRO,1,58,,KB,TF
FAN3,2019,8,3,1,BYRO,1,58,,KB,TF
FAN3,2019,8,3,1,TISC,3,58,,KB,TF
FAN3,2019,8,3,1,TISC,3,58,,KB,TF
FAN3,2019,8,3,1,TISC,3,58,,KB,TF
FAN3,2019,8,3,1,PEGU,3,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
FAN3,2019,8,3,2,BYRO,1,58,,KB,TF
KOE3,2019,8,4,1,SHPE,1,58,,TF,KB
CHP,2020,7,19,1,BYRO,1,58,,CP,ZM
CHP,2020,7,19,1,BYRO,1,58,,CP,ZM
CHP,2020,7,19,1,TUBE,1,58,,CP,ZM
CHP,2020,7,19,2,PASA,3,58,,CP,ZM
HDO,2020,7,19,2,TISC,3,58,,CP,
SSP,2020,7,20,1,PASA,3,58,,AO,
SSP,2020,7,20,1,SASO,3,58,,AO,
WFB,2020,7,20,2,SASO,3,58,,AO,
PPO,2020,7,21,1,TISC,3,58,,AO,
FAN1,2020,7,25,2,BYRO,1,58,,AO,CP
FAN1,2020,7,25,2,BYRO,1,58,,AO,CP
GOG1,2020,7,26,1,ENSO,3,58,,CP,AO
GOG1,2020,7,26,2,CRGU,3,58,,CP,AO
GOG4,2020,7,26,1,SAND,1,58,,CP,AO
GOG4,2020,7,26,1,ENSO,3,58,,CP,AO
FAN3,2020,7,25,1,ENSO,3,58,,AO,CP
FAN3,2020,7,25,1,TISC,3,58,,AO,CP
GOG1,2020,8,4,2,SHPE,1,58,,AO,CP
GOG1,2020,8,4,2,SHPE,1,58,,AO,CP
HDO,2021,7,8,2,TISC,3,58,,CP,RO
WFB,2021,7,9,1,HERR,1,58,,RO,CP
KOE3,2021,7,11,1,TISC,3,58,,CP,RO
KIS2,2021,7,12,1,SAND,3,58,,RO,KB
GOG1,2021,7,13,1,ENSO,3,58,,KB,CP
GOG1,2021,7,13,2,TUBE,1,58,,KB,CP
GOG4,2021,7,13,1,ENSO,3,58,,RO,KB
GOG4,2021,7,13,1,ENSO,3,58,,RO,KB
FAN1,2021,7,14,1,TISC,3,58,,RO,CP
FAN1,2021,7,14,1,TISC,3,58,,RO,CP
FAN1,2021,7,14,1,TISC,3,58,,RO,CP
FAN1,2021,7,14,1,BYRO,1,58,,RO,CP
FAN1,2021,7,14,2,BYRO,1,58,,RO,CP
FAN1,2021,7,14,2,PEGU,3,58,,RO,CP
sni11,2015,8,14,1,herr,3,57.8,,midoli,zach
sni10,2015,8,13,1,herr,3,57.5,,ben,zach
sni10,2015,8,13,1,herr,3,57.4,,ben,zach
kis2,2015,7,7,2,herr,3,57.3,,kaia,ben
ssp,2014,6,11,1,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
ssp,2014,6,11,2,sand,3,57,,midoli,midoli
hab1,2014,6,12,1,tisc,3,57,,carolyn,midoli
hab1,2014,6,12,1,tisc,3,57,,carolyn,midoli
kis2,2014,6,13,1,enso,3,57,,carolyn,midoli
hab2,2014,6,14,1,unsa,3,57,,carolyn,midoli
hdo,2014,6,16,1,pasa,3,57,,carolyn,midoli
hdo,2014,6,16,2,bago,3,57,,carolyn,midoli
hab4,2014,7,3,2,crgu,3,57,,midoli,midoli
wfb,2014,7,9,1,enso,3,57,,midoli,midoli
wfb,2014,7,9,2,enso,3,57,,midoli,midoli
ppo,2014,7,10,2,tisc,2,57,,ben,midoli
ppo,2014,7,10,2,tisc,2,57,,ben,midoli
fei1,2014,7,11,1&2,argo,3,57,,ben,midoli
kis3,2014,7,12,2,thst,2,57,,midoli,ben
fan1,2014,7,13,1,tisc,3,57,,ben,ben
fan1,2014,7,13,2,sisc,3,57,,ben,ben
fan2,2014,7,13,1,sand,3,57,,ben,ben
fan2,2014,7,13,2,tisc,3,57,,ben,ben
sni1,2014,7,14,1,tisc,3,57,,midoli,ben
sni1,2014,7,14,1,tisc,3,57,,midoli,ben
sni2,2014,7,14,1,grsc,3,57,,midoli,ben
sni2,2014,7,14,1,grsc,3,57,,midoli,ben
sni2,2014,7,14,1,tisc,2,57,,midoli,ben
sni2,2014,7,14,1,tisc,2,57,,midoli,ben
sni3,2014,7,23,2,tisc,3,57,,carolyn,ben
sni3,2014,7,23,2,tisc,3,57,,carolyn,ben
sni3,2014,7,23,2,tube,3,57,,carolyn,ben
sni3,2014,7,23,2,thst,3,57,,carolyn,ben
koe3,2014,7,24,1,tube,3,57,,midoli,ben
ssp,2014,7,25,2,tube,3,57,,midoli,ben
fan1,2014,7,27,1,sand,1,57,,midoli/carolyn,ben
kis5,2014,7,28,1,tisc,3,57,,midoli/carolyn,ben
kis6,2014,7,28,1,bapi,1,57,,,ben
kis6,2014,7,28,2,sand,1,57,,,ben
gog2,2014,7,30,1,sand,1,57,,midoli,midoli
gog2,2014,7,30,1,byro,3,57,,midoli,midoli
gog3,2014,7,30,1,shpe,1,57,,midoli,midoli
gog3,2014,7,30,2,sand,3,57,,midoli,midoli
wfb,2014,7,31,1,herr,3,57,,midoli,midoli
hdo,2014,7,31,2,shpe,1,57,,midoli,midoli
ppo,2014,8,13,2,shpe,1,57,,midoli,carolyn
ppo,2014,8,13,2,shpe,1,57,,midoli,carolyn
wfb,2014,8,14,2,saso,3,57,,ben,carolyn
wfb,2014,8,14,2,saso,3,57,,ben,carolyn
ssp,2014,8,14,2,masc,3,57,,ben,carolyn
ssp,2014,8,14,2,shpe,1,57,,ben,carolyn
ssp,2014,8,14,2,shpe,1,57,,ben,carolyn
ssp,2014,8,14,2,tube,3,57,,ben,carolyn
fei3,2014,8,15,1,crgu,3,57,,carolyn,m
fei3,2014,8,15,2,crgu,3,57,,carolyn,m
fei3,2014,8,15,2,thst,2,57,,carolyn,m
fei4,2014,8,15,1,shpe,1,57,,carolyn,m
fei7,2014,8,25,1,shpe,1,57,,ben,carolyn
ris4,2014,8,25,1,shpe,1,57,,carolyn,ben
ris4,2014,8,25,1,shpe,1,57,,carolyn,ben
hdo,2014,9,7,2,tisc,3,57,,carolyn,midoli
koe1,2014,9,7,2,saso,3,57,,carolyn,midoli
ssp,2014,9,9,1,masc,3,57,,midoli,carolyn
ssp,2014,9,9,1,cqbr,3,57,,midoli,carolyn
ssp,2014,9,9,1,roso,3,57,,midoli,carolyn
ppo,2014,9,10,1,bapi,1,57,,midoli,carolyn
rie2,2014,9,12,1,stsc,3,57,,midoli,carolyn
wfb,2015,5,2,1,sand,1,57,,ben,ben
wfb,2015,5,2,2,pasa,1,57,,ben,ben
hdo,2015,5,3,1,enso,1,57,,ben,midoli
pba,2015,5,3,1,thst,2,57,,ben,midoli
chp,2015,5,4,1,sand,1,57,,midoli,ben
ppo,2015,5,20,1,tube,1,57,,midoli/zach,zach
ppo,2015,5,20,1,tisc,2,57,,midoli/zach,zach
pba,2015,5,20,1,thst,3,57,,midoli/zach,zach
fei8,2015,5,21,2,tisc,3,57,,zach/ben,zach
fei8,2015,5,21,2,smsc,3,57,,zach/ben,zach
kis7,2015,5,23,1,tisc,3,57,,,zach
kis8,2015,5,23,2,kegr,3,57,,,zach
chp,2015,6,2,1,pasa,3,57,,ben,midoli
chp,2015,6,2,1,tisc,3,57,,ben,midoli
hdo,2015,6,2,2,pasa,3,57,,ben,midoli
hdo,2015,6,2,2,enso,3,57,,ben,midoli
sni7,2015,6,10,2,tisc,2,57,,zach,zach
sni8,2015,6,10,1,herr,1,57,,zach,zach
sni8,2015,6,10,1,herr,1,57,,zach,zach
sni8,2015,6,10,2,tisc,2,57,,zach,zach
hab5,2015,6,14,1,pasa,2,57,,zach,midoli
cas2,2015,6,15,1,stsc,3,57,,zach,ben
nam1,2015,6,16,1,sisc,3,57,,zach,ben
kis1,2015,6,17,1,sand,1,57,,,ben
kis10,2015,6,17,2,cabe,3,57,,,ben
fei10,2015,6,18,1,tisc,2,57,,,ben
fei10,2015,6,18,2,pasa,3,57,,,ben
ssp,2015,7,1,1,enso,3,57,,,ben
pba,2015,7,2,1,tube,3,57,,,ben
hdo,2015,7,2,2,enso,3,57,,,ben
chp,2015,7,3,1,enso,3,57,,ben,ben
ppo,2015,7,3,1,tisc,3,57,,ben,ben
sni1,2015,7,4,1,tisc,3,57,,midoli,ben
sni1,2015,7,4,1,tisc,3,57,,midoli,ben
sni1,2015,7,4,1,tisc,3,57,,midoli,ben
sni2,2015,7,4,2,tisc,3,57,,midoli,ben
sni2,2015,7,4,2,tisc,3,57,,midoli,ben
sni2,2015,7,4,2,tisc,3,57,,midoli,ben
sni2,2015,7,4,2,kegr,3,57,,midoli,ben
fan3,2015,7,5,2,herr,3,57,,ben,ben
kis2,2015,7,7,1,sand,3,57,,kaia,ben
kis2,2015,7,7,1,sand,3,57,,kaia,ben
kis2,2015,7,7,1,saso,3,57,,kaia,ben
kis6,2015,7,7,2,bapi,3,57,,kaia,ben
hab2,2015,7,12,1,enso,3,57,,zach,zach
hab2,2015,7,12,2,enso,3,57,,zach,zach
fei2,2015,7,14,2,tisc,3,57,,ben,zach
fei12,2015,7,14,1,tisc,3,57,,ben,zach
fei12,2015,7,14,1,stsc,3,57,,ben,zach
fei12,2015,7,14,1,prsc,3,57,,ben,zach
fei12,2015,7,14,1,stpe,1,57,,ben,zach
fei12,2015,7,14,2,stpe,1,57,,ben,zach
ssp,2015,7,28,1,saso,3,57,,ben,zach
wfb,2015,7,28,1,saso,3,57,,ben,zach
wfb,2015,7,28,1,sand,3,57,,ben,zach
ppo,2015,7,29,1,shpe,1,57,,zach,ben
hdo,2015,7,29,1,shpe,1,57,,zach,ben
hdo,2015,7,29,1,shpe,1,57,,zach,ben
koe3,2015,7,31,1,shpe,1,57,,zach,kaia
ris3,2015,8,1,2,grsc,3,57,,kaia,zach
ris1,2015,8,1,1,shpe,1,57,,kaia,zach
ris1,2015,8,1,1,shpe,1,57,,kaia,zach
fei3,2015,8,2,2,tisc,3,57,,,
fei4,2015,8,2,1,shpe,1,57,,,
sni9,2015,8,13,2,herr,1,57,,ben,zach
sni9,2015,8,13,2,herr,1,57,,ben,zach
sni9,2015,8,13,2,herr,1,57,,ben,zach
sni10,2015,8,13,1,shpe,1,57,,ben,zach
sni10,2015,8,13,1,shpe,1,57,,ben,zach
sni10,2015,8,13,1,shpe,1,57,,ben,zach
sni10,2015,8,13,1,herr,3,57,,ben,zach
sni12,2015,8,14,1,pipe,1,57,,midoli,zach
sni12,2015,8,14,1,shpe,1,57,,midoli,zach
gog1,2015,8,15,1,tube,3,57,,zach,ben
ris5,2015,8,16,1,shpe,1,57,,ben,midoli
ris5,2015,8,16,1,shpe,1,57,,ben,midoli
wfb,2015,9,3,1,saso,3,57,,zach,zach
ssp,2015,9,3,1,saso,3,57,,zach,zach
ssp,2016,4,7,1,enso,3,57,,ben,kaia
ssp,2016,4,7,2,enso,3,57,,ben,kaia
chp,2016,4,8,2,enso,3,57,,zach,midoli
hdo,2016,5,7,1,thst,3,57,,midoli,kaia
wfb,2016,5,8,1,saso,3,57,,zach,kaia
ssp,2016,5,8,1,cabe,3,57,,zach,kaia
pba,2016,5,9,1,thst,3,57,,zach,kaia
pba,2016,5,9,2,thst,3,57,,zach,kaia
pba,2016,5,9,2,snpr,3,57,,zach,kaia
ppo,2016,5,9,1,thst,3,57,,zach,kaia
hdo,2016,6,3,1,kegr,3,57,,kaia,midoli
chp,2016,6,5,2,pegu,3,57,,midoli,midoli
pba,2016,6,5,2,tube,3,57,,midoli,midoli
wfb,2016,6,6,1,enso,3,57,,midoli,kaia
wfb,2016,6,6,2,enso,3,57,,midoli,kaia
hdo,2016,7,2,2,tisc,3,57,,ben,midoli
chp,2016,7,2,1,byro,3,57,,ben,midoli
chp,2016,7,2,2,tisc,3,57,,ben,midoli
ppo,2016,7,3,1,tisc,3,57,,kaia,midoli
pba,2016,7,3,2,enso,3,57,,kaia,midoli
pba,2016,7,3,2,byro,3,57,,kaia,midoli
wfb,2016,7,4,2,sand,3,57,,kaia,midoli
wfb,2016,7,4,2,sand,3,57,,kaia,midoli
wfb,2016,7,4,2,byro,3,57,,kaia,midoli
wfb,2016,7,4,2,byro,3,57,,kaia,midoli
wfb,2016,7,4,2,byro,3,57,,kaia,midoli
ssp,2016,7,4,1,byro,3,57,,kaia,midoli
ssp,2016,7,4,1,byro,3,57,,kaia,midoli
ssp,2016,7,4,1,byro,3,57,,kaia,midoli
ssp,2016,7,4,1,byro,3,57,,kaia,midoli
ssp,2016,7,4,1,tube,3,57,,kaia,midoli
ssp,2016,7,4,1,enso,3,57,,kaia,midoli
sni2,2016,7,20,1,byro,3,57,,ben,midoli
sni2,2016,7,20,1,pasa,3,57,,ben,midoli
sni2,2016,7,20,1,enso,3,57,,ben,midoli
sni2,2016,7,20,2,byro,3,57,,ben,midoli
kis1,2016,7,21,1,cabe,3,57,,kaia,midoli
kis2,2016,7,22,1,byro,3,57,,gillian,midoli
kis2,2016,7,22,1,saso,3,57,,gillian,midoli
gog4,2016,7,22,1,saso,3,57,,gillian,midoli
gog1,2016,7,22,1,byro,3,57,,gillian,midoli
gog1,2016,7,22,1,byro,3,57,,gillian,midoli
ris3,2016,7,23,1,blgo,3,57,,ben,midoli
ris3,2016,7,23,2,rbsc,3,57,,ben,midoli
fan1,2016,7,24,1,byro,3,57,,kaia,midoli
fan1,2016,7,24,2,pasa,3,57,,kaia,midoli
fei3,2016,7,25,1,byro,3,57,,kaia,midoli
fei3,2016,7,25,1,pasc,3,57,,,midoli
fei3,2016,7,25,2,tisc,3,57,,kaia,midoli
fei4,2016,7,25,1,byro,3,57,,kaia,midoli
fei4,2016,7,25,1,blgo,3,57,,kaia,midoli
fei4,2016,7,25,1,stsc,3,57,,kaia,midoli
fei4,2016,7,25,1,pasc,3,57,,kaia,midoli
fei4,2016,7,25,1,stfl,3,57,,kaia,midoli
fei4,2016,7,25,2,tisc,3,57,,kaia,midoli
wfb,2016,8,2,1,pasa,3,57,,midoli,ben
ssp,2016,8,2,1,shpe,1,57,,midoli,ben
ssp,2016,8,2,1,byro,3,57,,midoli,ben
ssp,2016,8,2,1,byro,3,57,,midoli,ben
ssp,2016,8,2,1,byro,3,57,,midoli,ben
ppo,2016,8,3,1,tisc,3,57,,midoli,ben
chp,2016,8,3,1,byro,3,57,,midoli,ben
chp,2016,8,3,1,cabe,3,57,,midoli,ben
pba,2016,8,4,1,tisc,3,57,,kaia,midoli
pba,2016,8,4,1,tisc,3,57,,kaia,midoli
pba,2016,8,4,1,bapi,1,57,,kaia,midoli
pba,2016,8,4,2,pasc,3,57,,kaia,midoli
hdo,2016,8,4,1,shpe,1,57,,kaia,midoli
hdo,2016,8,4,1,byro,1,57,,kaia,midoli
hdo,2016,8,4,2,blgo,3,57,,kaia,midoli
hab2,2016,8,5,1,sand,3,57,,midoli,kaia
hab2,2016,8,5,1,byro,3,57,,midoli,kaia
ssp,2016,9,17,1,byro,3,57,,ben,
ssp,2016,9,17,2,saso,3,57,,ben,
ppo,2016,9,18,2,tisc,3,57,,ben,
hdo,2016,9,19,2,tisc,3,57,,ang,
ppo,2016,11,15,2,pasc,3,57,,gsb,ben
ssp,2016,11,18,1,saso,3,57,,ben,
pba,2017,5,24,2,pasa,3,57,,ang,kdb
pba,2017,5,24,2,enso,3,57,,ang,kdb
pba,2017,5,24,2,enso,3,57,,ang,kdb
wfb,2017,5,26,1,sand,3,57,,kdb,
ssp,2017,5,26,1,pasa,3,57,,kdb,
ppo,2017,6,11,1,tisc,3,57,,tyrel,
ppo,2017,6,11,1,tisc,3,57,,tyrel,
chp,2017,6,12,1,tisc,3,57,,neha,
ssp,2017,7,8,1,pasa,3,57,,kdb,nap
ssp,2017,7,8,1,enso,3,57,,kdb,nap
ssp,2017,7,8,1,sand,3,57,,kdb,nap
ppo,2017,7,9,1,tisc,3,57,,kdb,nap
ppo,2017,7,9,1,tisc,3,57,,kdb,nap
ppo,2017,7,9,1,tisc,3,57,,kdb,nap
ppo,2017,7,9,1,boro,3,57,,kdb,nap
hab2,2017,7,21,1,enso,3,57,,jg,kaia
fei3,2017,7,22,1,enso,3,57,,jg,kaia
fei3,2017,7,22,1,tisc,3,57,,jg,kaia
fei3,2017,7,22,1,tisc,3,57,,jg,kaia
fei3,2017,7,22,1,blgo,3,57,,jg,kaia
fei4,2017,7,22,2,blgo,3,57,,jg,kaia
fei4,2017,7,22,2,tisc,3,57,,jg,kaia
fei4,2017,7,22,2,tisc,3,57,,jg,kaia
sni1,2017,7,23,1,tisc,3,57,,jg,kaia
sni1,2017,7,23,1,pasa,3,57,,jg,kaia
sni1,2017,7,23,1,crgu,3,57,,jg,kaia
sni2,2017,7,23,1,blgo,3,57,,jg,kaia
kis1,2017,7,24,1,byro,3,57,,jg,kaia
kis1,2017,7,24,1,byro,3,57,,jg,kaia
kis2,2017,7,24,2,byro,3,57,,jg,kaia
ris3,2017,7,25,1,pasa,3,57,,jg,kaia
ris1,2017,7,25,2,enso,3,57,,jg,kaia
ris1,2017,7,25,2,enso,3,57,,jg,kaia
ris1,2017,7,25,2,pasa,3,57,,jg,kaia
ris1,2017,7,25,2,pasa,3,57,,jg,kaia
ris1,2017,7,25,2,byro,3,57,,jg,kaia
gog4,2017,7,26,1,enso,3,57,,jg,jg
gog4,2017,7,26,1,pasa,3,57,,jg,jg
gog4,2017,7,26,2,sand,3,57,,jg,jg
gog1,2017,7,26,1,tube,3,57,,jg,jg
gog1,2017,7,26,1,sisc,3,57,,jg,jg
koe3,2017,7,27,1,byro,3,57,,jg,jg
koe3,2017,7,27,1,byro,3,57,,jg,jg
koe1,2017,7,27,1,enso,3,57,,jg,jg
koe1,2017,7,27,2,saso,3,57,,jg,jg
koe1,2017,7,27,2,saso,3,57,,jg,jg
fan3,2017,7,28,2,unsn,3,57,,jg,kaia
ppo,2017,8,23,2,shpe,1,57,,kaia,bmm
hdo,2017,8,23,1,shpe,1,57,,kaia,bmm
pba,2017,8,24,1,shpe,1,57,,kaia,bmm
pba,2017,8,24,1,shpe,1,57,,kaia,bmm
pba,2017,8,24,2,herr,3,57,,kaia,bmm
chp,2017,8,24,1,byro,3,57,,kaia,bmm
chp,2017,8,24,2,shpe,1,57,,kaia,bmm
wfb,2017,8,25,1,saso,3,57,,ben,bmm
chp,2018,3,20,2,tisc,3,57,,ben,
chp,2018,5,29,2,pasa,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
ppo,2018,5,29,1,thst,3,57,,,
pba,2018,5,30,2,enso,3,57,,,
hdo,2018,5,30,1,susm,3,57,,,
hdo,2018,5,30,1,susm,3,57,,,
hdo,2018,5,30,1,tomc,3,57,,,
hdo,2018,5,30,1,tomc,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
hdo,2018,5,30,2,thst,3,57,,,
wfb,2018,5,31,1,pink,3,57,,,
wfb,2018,5,31,1,pink,3,57,,,
wfb,2018,5,31,1,enso,3,57,,,
wfb,2018,5,31,1,enso,3,57,,,
wfb,2018,5,31,2,sand,3,57,,,
ssp,2018,5,31,1,pink,3,57,,,
ssp,2018,5,31,1,pink,3,57,,,
ssp,2018,5,31,1,pasa,3,57,,,
ssp,2018,5,31,2,pasa,3,57,,,
ssp,2018,5,31,2,pasa,3,57,,,
chp,2018,7,10,1,byro,3,57,,CP,
pba,2018,7,10,2,enso,3,57,,KB,
pba,2018,7,10,2,unar,3,57,,KB,
hab4,2018,7,11,1,grsc,3,57,,TF,TF
hab4,2018,7,11,1,grsc,3,57,,TF,TF
hab4,2018,7,11,1,grsc,3,57,,TF,TF
hab4,2018,7,11,1,stsc,3,57,,TF,TF
hab4,2018,7,11,1,stsc,3,57,,TF,TF
hab4,2018,7,11,1,crgu,3,57,,TF,TF
hab4,2018,7,11,1,crgu,3,57,,TF,TF
hab4,2018,7,11,1,tisc,3,57,,TF,TF
hab39,2018,7,11,2,stsc,3,57,,TF,
hab90,2018,7,11,2,crgu,3,57,,TF,
ppo,2018,7,11,1,reil,3,57,,cp,
ppo,2018,7,11,1,tube,3,57,,cp,
HAB2,2018,7,12,1,saso,3,57,,op,
WFB,2018,7,12,1,sand,3,57,,op,
WFB,2018,7,12,1,enso,3,57,,op,
WFB,2018,7,12,2,herr,3,57,,op,
ssp,2018,7,12,1,enso,3,57,,zm,
ssp,2018,7,12,2,enso,3,57,,zm,
KIS1,2018,7,13,1,BYRO,1,57,,ZM,TF
KIS1,2018,7,13,2,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,HERR,1,57,,ZM,TF
KIS2,2018,7,13,1,HERR,1,57,,ZM,TF
KIS2,2018,7,13,1,HERR,1,57,,ZM,TF
KIS2,2018,7,13,1,HERR,1,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
KIS2,2018,7,13,1,SAND,3,57,,ZM,TF
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,BYRO,3,57,,TF,
GOG4,2018,7,14,1,PASA,3,57,,TF,
GOG4,2018,7,14,1,ENSO,3,57,,TF,
GOG4,2018,7,14,1,ENSO,3,57,,TF,
GOG4,2018,7,14,1,TUBE,3,57,,TF,
GOG1,2018,7,14,2,SHPE,1,57,,TF,
